GEOID,Census Tracts,TotalPop,WhitePerc,Median_household_income,Mean_household_income,Bach_or_higher_perc,No_high_school_grad_perc,Percent_insured
40109100500,"Census Tract 1005, Oklahoma County, Oklahoma",1898,14.23,25859,36262,22.8,13.7,82.9
40109100800,"Census Tract 1008, Oklahoma County, Oklahoma",2260,49.56,54111,65210,28.6,11.7,66.9
40109100900,"Census Tract 1009, Oklahoma County, Oklahoma",1532,70.50,81625,108731,50.6,5.9,89.2
40109101000,"Census Tract 1010, Oklahoma County, Oklahoma",2892,49.10,31787,42443,30.0,15.2,79.2
40109101100,"Census Tract 1011, Oklahoma County, Oklahoma",832,67.55,45321,67977,44.4,4.2,79.7
40109101200,"Census Tract 1012, Oklahoma County, Oklahoma",1107,66.94,32353,59472,38.4,3.9,81.5
40109101300,"Census Tract 1013, Oklahoma County, Oklahoma",2886,9.01,29074,34350,11.3,17.1,87.4
40109101400,"Census Tract 1014, Oklahoma County, Oklahoma",1055,12.99,19612,55136,19.6,12.1,89.8
40109101500,"Census Tract 1015, Oklahoma County, Oklahoma",1912,36.82,46429,66184,42.7,4.1,88.1
40109101800,"Census Tract 1018, Oklahoma County, Oklahoma",1499,75.58,85893,133615,78.0,2.9,94.0
40109101900,"Census Tract 1019, Oklahoma County, Oklahoma",2623,66.60,53345,96085,61.2,8.6,90.7
40109102000,"Census Tract 1020, Oklahoma County, Oklahoma",2798,59.19,64200,75554,52.4,10.3,86.3
40109102100,"Census Tract 1021, Oklahoma County, Oklahoma",2112,60.27,47426,64553,55.6,5.8,86.5
40109102200,"Census Tract 1022, Oklahoma County, Oklahoma",2693,42.29,46393,50223,22.2,31.3,70.3
40109102300,"Census Tract 1023, Oklahoma County, Oklahoma",3166,46.43,50544,59054,30.0,20.7,73.3
40109102400,"Census Tract 1024, Oklahoma County, Oklahoma",2906,37.41,44531,63590,17.2,36.3,64.0
40109102500,"Census Tract 1025, Oklahoma County, Oklahoma",1594,68.88,30500,66001,57.8,5.7,84.0
40109103200,"Census Tract 1032, Oklahoma County, Oklahoma",2633,51.08,59620,85522,23.9,20.0,79.4
40109103300,"Census Tract 1033, Oklahoma County, Oklahoma",1445,30.31,45300,45877,10.6,23.3,62.3
40109103900,"Census Tract 1039, Oklahoma County, Oklahoma",3788,30.28,39572,51688,4.8,43.2,60.1
40109104100,"Census Tract 1041, Oklahoma County, Oklahoma",3001,30.52,20038,32920,4.7,39.1,66.2
40109104200,"Census Tract 1042, Oklahoma County, Oklahoma",2209,24.72,49324,52181,5.6,62.8,69.4
40109104300,"Census Tract 1043, Oklahoma County, Oklahoma",3266,28.26,50208,51221,6.0,25.8,74.7
40109104400,"Census Tract 1044, Oklahoma County, Oklahoma",3491,26.41,36140,44298,6.9,44.4,63.4
40109104500,"Census Tract 1045, Oklahoma County, Oklahoma",3333,28.29,39135,53524,1.6,45.8,61.0
40109104600,"Census Tract 1046, Oklahoma County, Oklahoma",985,29.24,33750,35858,2.2,47.7,53.2
40109104700,"Census Tract 1047, Oklahoma County, Oklahoma",1198,38.81,14196,32331,6.8,25.5,64.6
40109104800,"Census Tract 1048, Oklahoma County, Oklahoma",3323,29.94,39730,55394,2.2,49.6,75.8
40109104900,"Census Tract 1049, Oklahoma County, Oklahoma",3734,28.07,38092,42217,4.9,39.4,78.1
40109105000,"Census Tract 1050, Oklahoma County, Oklahoma",2269,24.50,47147,72799,6.6,41.8,79.7
40109105101,"Census Tract 1051.01, Oklahoma County, Oklahoma",2347,54.75,55072,72751,48.3,4.0,96.9
40109105201,"Census Tract 1052.01, Oklahoma County, Oklahoma",1576,7.61,34562,39872,13.9,12.4,93.0
40109105202,"Census Tract 1052.02, Oklahoma County, Oklahoma",1194,6.28,21556,29258,5.9,18.2,89.6
40109105300,"Census Tract 1053, Oklahoma County, Oklahoma",3223,35.46,48667,61488,6.7,41.7,59.5
40109105400,"Census Tract 1054, Oklahoma County, Oklahoma",2021,36.22,35807,40772,2.3,41.4,65.1
40109105500,"Census Tract 1055, Oklahoma County, Oklahoma",3060,27.91,41650,44704,2.1,40.8,69.3
40109105600,"Census Tract 1056, Oklahoma County, Oklahoma",4731,28.89,25269,35027,4.2,44.7,71.7
40109105903,"Census Tract 1059.03, Oklahoma County, Oklahoma",2804,46.79,48804,55670,21.4,16.7,81.1
40109105904,"Census Tract 1059.04, Oklahoma County, Oklahoma",4027,40.95,48656,52134,20.2,16.5,81.2
40109105905,"Census Tract 1059.05, Oklahoma County, Oklahoma",2978,47.85,45577,56463,23.8,22.8,81.5
40109105906,"Census Tract 1059.06, Oklahoma County, Oklahoma",2938,48.71,53856,64018,18.5,19.5,80.9
40109105907,"Census Tract 1059.07, Oklahoma County, Oklahoma",4607,34.32,41912,48724,7.3,34.9,75.5
40109106000,"Census Tract 1060, Oklahoma County, Oklahoma",2281,28.50,69695,89084,28.6,4.1,90.7
40109106100,"Census Tract 1061, Oklahoma County, Oklahoma",3214,19.38,67553,70597,29.7,7.8,86.5
40109106200,"Census Tract 1062, Oklahoma County, Oklahoma",1462,12.18,63633,79322,27.4,7.5,91.6
40109106301,"Census Tract 1063.01, Oklahoma County, Oklahoma",3512,24.49,27267,39115,9.2,11.6,86.4
40109106302,"Census Tract 1063.02, Oklahoma County, Oklahoma",4589,23.45,42453,48740,17.9,10.2,84.4
40109106303,"Census Tract 1063.03, Oklahoma County, Oklahoma",3530,46.46,68973,90864,34.4,11.7,71.1
40109106401,"Census Tract 1064.01, Oklahoma County, Oklahoma",2167,86.71,200625,357032,83.7,0.8,98.4
40109106402,"Census Tract 1064.02, Oklahoma County, Oklahoma",2127,80.54,130417,235391,73.3,1.6,93.3
40109106403,"Census Tract 1064.03, Oklahoma County, Oklahoma",4818,74.74,59790,125213,58.9,7.5,88.4
40109106501,"Census Tract 1065.01, Oklahoma County, Oklahoma",2872,75.49,67468,107495,74.9,1.1,96.9
40109106502,"Census Tract 1065.02, Oklahoma County, Oklahoma",3850,56.10,55313,69037,44.7,10.7,82.3
40109106503,"Census Tract 1065.03, Oklahoma County, Oklahoma",1758,75.14,82250,113647,62.5,3.5,96.6
40109106601,"Census Tract 1066.01, Oklahoma County, Oklahoma",3148,57.24,41163,56602,25.9,14.7,69.1
40109106602,"Census Tract 1066.02, Oklahoma County, Oklahoma",2575,56.62,53314,65151,26.4,14.8,77.2
40109106606,"Census Tract 1066.06, Oklahoma County, Oklahoma",1983,64.80,73274,78201,35.7,2.6,89.0
40109106607,"Census Tract 1066.07, Oklahoma County, Oklahoma",3384,54.46,40265,54110,24.5,8.3,83.3
40109106608,"Census Tract 1066.08, Oklahoma County, Oklahoma",3189,72.53,75000,87189,47.9,7.4,94.6
40109106609,"Census Tract 1066.09, Oklahoma County, Oklahoma",1033,70.96,62500,78572,47.4,5.6,83.4
40109106610,"Census Tract 1066.10, Oklahoma County, Oklahoma",1235,63.89,26561,58220,37.8,2.2,88.9
40109106611,"Census Tract 1066.11, Oklahoma County, Oklahoma",2583,46.07,35729,47630,23.5,9.1,77.3
40109106702,"Census Tract 1067.02, Oklahoma County, Oklahoma",4006,47.95,49798,64065,18.4,18.0,77.9
40109106704,"Census Tract 1067.04, Oklahoma County, Oklahoma",2434,64.79,55774,82027,25.5,4.9,87.5
40109106705,"Census Tract 1067.05, Oklahoma County, Oklahoma",2677,57.30,63910,84822,29.8,7.7,81.9
40109106706,"Census Tract 1067.06, Oklahoma County, Oklahoma",3635,53.23,43099,56891,22.3,13.2,95.5
40109106708,"Census Tract 1067.08, Oklahoma County, Oklahoma",3203,55.42,83125,106376,44.5,7.7,88.0
40109106709,"Census Tract 1067.09, Oklahoma County, Oklahoma",2480,30.16,42926,50748,18.6,28.0,88.7
40109106710,"Census Tract 1067.10, Oklahoma County, Oklahoma",4258,43.05,45044,71094,32.3,13.4,75.4
40109106801,"Census Tract 1068.01, Oklahoma County, Oklahoma",1774,68.71,42981,57829,28.4,21.3,86.8
40109106802,"Census Tract 1068.02, Oklahoma County, Oklahoma",2001,66.02,62750,62453,29.0,5.5,91.2
40109106803,"Census Tract 1068.03, Oklahoma County, Oklahoma",3261,56.09,35833,54277,15.8,13.0,76.1
40109106804,"Census Tract 1068.04, Oklahoma County, Oklahoma",3848,47.71,38685,50049,18.1,17.7,78.4
40109106902,"Census Tract 1069.02, Oklahoma County, Oklahoma",2492,52.29,56406,75050,20.2,26.0,85.7
40109106903,"Census Tract 1069.03, Oklahoma County, Oklahoma",6139,64.68,66410,71723,25.2,8.4,93.6
40109106906,"Census Tract 1069.06, Oklahoma County, Oklahoma",3283,42.70,48958,68425,37.6,10.1,74.8
40109106907,"Census Tract 1069.07, Oklahoma County, Oklahoma",2106,47.63,48529,66358,32.8,22.2,74.8
40109106909,"Census Tract 1069.09, Oklahoma County, Oklahoma",1790,53.91,52193,74993,10.9,16.5,80.5
40109106910,"Census Tract 1069.10, Oklahoma County, Oklahoma",2663,53.74,47574,53782,31.1,6.5,84.5
40109106911,"Census Tract 1069.11, Oklahoma County, Oklahoma",1893,55.41,70402,89244,25.4,13.1,77.1
40109106912,"Census Tract 1069.12, Oklahoma County, Oklahoma",3198,38.96,41445,44515,7.3,28.0,68.0
40109106913,"Census Tract 1069.13, Oklahoma County, Oklahoma",4556,35.25,23750,45483,9.3,30.0,72.7
40109106914,"Census Tract 1069.14, Oklahoma County, Oklahoma",4311,41.31,35944,48041,20.4,29.3,82.2
40109106916,"Census Tract 1069.16, Oklahoma County, Oklahoma",2481,31.76,36583,49379,9.0,34.9,55.3
40109106917,"Census Tract 1069.17, Oklahoma County, Oklahoma",3359,24.14,24818,48116,4.9,28.1,64.2
40109107001,"Census Tract 1070.01, Oklahoma County, Oklahoma",5918,31.67,38966,48628,5.1,51.5,63.0
40109107002,"Census Tract 1070.02, Oklahoma County, Oklahoma",2108,45.26,52121,60179,7.7,40.3,77.2
40109107101,"Census Tract 1071.01, Oklahoma County, Oklahoma",1243,54.14,0,0,0.0,0.0,0.0
40109107103,"Census Tract 1071.03, Oklahoma County, Oklahoma",2031,33.58,43523,48558,3.2,36.7,76.0
40109107104,"Census Tract 1071.04, Oklahoma County, Oklahoma",2880,33.85,26627,34072,5.2,40.0,77.4
40109107206,"Census Tract 1072.06, Oklahoma County, Oklahoma",4555,46.59,32130,45089,9.2,21.7,76.9
40109107207,"Census Tract 1072.07, Oklahoma County, Oklahoma",2191,50.71,37850,59005,18.2,20.7,83.0
40109107212,"Census Tract 1072.12, Oklahoma County, Oklahoma",5979,47.75,39316,52865,13.8,15.4,86.1
40109107213,"Census Tract 1072.13, Oklahoma County, Oklahoma",4913,38.49,42500,50804,8.2,28.9,82.9
40109107214,"Census Tract 1072.14, Oklahoma County, Oklahoma",3184,39.51,47071,64512,5.4,15.5,78.9
40109107215,"Census Tract 1072.15, Oklahoma County, Oklahoma",4293,34.96,45958,49082,5.4,32.9,73.4
40109107216,"Census Tract 1072.16, Oklahoma County, Oklahoma",3096,32.07,41776,45313,3.3,31.0,79.0
40109107217,"Census Tract 1072.17, Oklahoma County, Oklahoma",2134,29.90,34901,45177,2.5,28.3,70.8
40109107218,"Census Tract 1072.18, Oklahoma County, Oklahoma",3107,35.11,45694,45051,13.4,34.1,79.2
40109107219,"Census Tract 1072.19, Oklahoma County, Oklahoma",3257,31.75,47011,48872,3.2,17.6,72.8
40109107220,"Census Tract 1072.20, Oklahoma County, Oklahoma",3840,30.60,30193,44826,7.5,19.8,74.4
40109107221,"Census Tract 1072.21, Oklahoma County, Oklahoma",2395,36.91,52031,54145,7.7,25.3,82.8
40109107222,"Census Tract 1072.22, Oklahoma County, Oklahoma",1869,38.31,35659,42903,3.7,19.9,73.7
40109107223,"Census Tract 1072.23, Oklahoma County, Oklahoma",2867,34.01,28533,38431,5.5,38.0,76.7
40109107224,"Census Tract 1072.24, Oklahoma County, Oklahoma",3676,53.07,65375,69397,21.6,17.7,81.6
40109107225,"Census Tract 1072.25, Oklahoma County, Oklahoma",2976,34.54,41469,43733,6.1,24.4,76.9
40109107226,"Census Tract 1072.26, Oklahoma County, Oklahoma",3178,36.75,41234,54927,8.0,22.5,75.0
40109107302,"Census Tract 1073.02, Oklahoma County, Oklahoma",2979,35.62,45244,44634,6.4,34.4,69.1
40109107303,"Census Tract 1073.03, Oklahoma County, Oklahoma",1544,60.43,42622,52574,6.7,24.6,76.5
40109107305,"Census Tract 1073.05, Oklahoma County, Oklahoma",1312,38.64,20824,31139,2.8,23.6,75.8
40109107306,"Census Tract 1073.06, Oklahoma County, Oklahoma",3739,37.50,35667,46247,2.6,26.1,78.9
40109107401,"Census Tract 1074.01, Oklahoma County, Oklahoma",5990,31.64,54331,60577,24.1,15.5,89.6
40109107404,"Census Tract 1074.04, Oklahoma County, Oklahoma",3376,39.72,62354,79167,29.6,12.0,92.9
40109107405,"Census Tract 1074.05, Oklahoma County, Oklahoma",4997,49.23,65509,69879,23.6,9.3,89.9
40109107406,"Census Tract 1074.06, Oklahoma County, Oklahoma",7600,50.39,68889,78875,31.6,7.2,96.4
40109107407,"Census Tract 1074.07, Oklahoma County, Oklahoma",553,68.17,78094,71235,63.2,0.0,100.0
40109107601,"Census Tract 1076.01, Oklahoma County, Oklahoma",2148,53.31,24675,31916,9.5,16.3,89.6
40109107604,"Census Tract 1076.04, Oklahoma County, Oklahoma",2025,60.10,47105,50331,20.3,9.8,83.5
40109107605,"Census Tract 1076.05, Oklahoma County, Oklahoma",2150,62.79,40653,57159,21.0,12.5,84.6
40109107608,"Census Tract 1076.08, Oklahoma County, Oklahoma",3991,60.36,58300,71329,23.4,6.1,89.8
40109107703,"Census Tract 1077.03, Oklahoma County, Oklahoma",3645,66.39,64737,89069,32.9,5.6,94.0
40109107704,"Census Tract 1077.04, Oklahoma County, Oklahoma",1657,54.32,45607,47042,15.1,5.9,85.4
40109107705,"Census Tract 1077.05, Oklahoma County, Oklahoma",1998,64.71,44330,55763,18.2,4.2,93.9
40109107706,"Census Tract 1077.06, Oklahoma County, Oklahoma",2770,55.96,42139,62110,19.6,11.1,88.4
40109107707,"Census Tract 1077.07, Oklahoma County, Oklahoma",1282,64.04,58000,59713,16.0,4.9,88.4
40109107801,"Census Tract 1078.01, Oklahoma County, Oklahoma",3603,41.52,50066,52395,14.3,16.2,90.3
40109107804,"Census Tract 1078.04, Oklahoma County, Oklahoma",2395,60.92,45613,59348,12.8,14.6,82.2
40109107805,"Census Tract 1078.05, Oklahoma County, Oklahoma",2580,48.91,37500,46505,7.5,6.2,88.8
40109107806,"Census Tract 1078.06, Oklahoma County, Oklahoma",4101,56.47,50000,52544,18.5,11.0,83.5
40109107807,"Census Tract 1078.07, Oklahoma County, Oklahoma",2866,54.47,46771,58224,20.1,5.2,89.9
40109107808,"Census Tract 1078.08, Oklahoma County, Oklahoma",1932,50.62,48214,64358,18.8,5.7,88.6
40109107809,"Census Tract 1078.09, Oklahoma County, Oklahoma",1734,56.52,43272,57185,11.1,10.1,78.4
40109107810,"Census Tract 1078.10, Oklahoma County, Oklahoma",2660,57.48,44100,55868,6.5,16.9,89.4
40109107900,"Census Tract 1079, Oklahoma County, Oklahoma",1608,12.25,24196,40330,9.8,14.3,80.2
40109108003,"Census Tract 1080.03, Oklahoma County, Oklahoma",3765,29.00,37049,42757,20.9,8.1,86.6
40109108005,"Census Tract 1080.05, Oklahoma County, Oklahoma",2449,33.56,50637,63334,31.3,2.7,90.6
40109108006,"Census Tract 1080.06, Oklahoma County, Oklahoma",4039,53.28,66290,79060,38.1,6.4,91.1
40109108007,"Census Tract 1080.07, Oklahoma County, Oklahoma",3330,61.62,59630,66315,33.0,2.7,89.3
40109108008,"Census Tract 1080.08, Oklahoma County, Oklahoma",4277,43.98,46058,54887,16.2,8.4,81.8
40109108009,"Census Tract 1080.09, Oklahoma County, Oklahoma",3003,43.72,52962,66653,22.5,4.1,90.2
40109108010,"Census Tract 1080.10, Oklahoma County, Oklahoma",3127,44.84,34360,47206,14.0,19.0,80.7
40109108011,"Census Tract 1080.11, Oklahoma County, Oklahoma",3959,22.28,36462,50686,10.3,10.2,80.6
40109108101,"Census Tract 1081.01, Oklahoma County, Oklahoma",4298,76.97,155846,222638,59.7,1.2,94.1
40109108106,"Census Tract 1081.06, Oklahoma County, Oklahoma",6494,81.40,138947,185380,69.6,1.0,97.4
40109108107,"Census Tract 1081.07, Oklahoma County, Oklahoma",3416,84.34,116683,171282,69.8,0.7,94.9
40109108109,"Census Tract 1081.09, Oklahoma County, Oklahoma",5852,83.01,141607,183294,68.3,1.6,96.9
40109108110,"Census Tract 1081.10, Oklahoma County, Oklahoma",4343,77.23,115648,176095,54.1,2.1,94.3
40109108113,"Census Tract 1081.13, Oklahoma County, Oklahoma",5001,71.03,72237,108167,57.1,5.2,89.3
40109108114,"Census Tract 1081.14, Oklahoma County, Oklahoma",4837,71.10,92212,123273,68.8,1.0,89.9
40109108201,"Census Tract 1082.01, Oklahoma County, Oklahoma",3763,74.09,63457,77642,47.0,6.6,92.8
40109108203,"Census Tract 1082.03, Oklahoma County, Oklahoma",3247,64.68,49955,52164,25.1,11.5,80.7
40109108204,"Census Tract 1082.04, Oklahoma County, Oklahoma",2916,54.15,46151,55000,18.1,16.4,87.9
40109108207,"Census Tract 1082.07, Oklahoma County, Oklahoma",1031,56.26,33050,60250,28.0,6.1,87.9
40109108208,"Census Tract 1082.08, Oklahoma County, Oklahoma",3836,58.37,40833,52987,44.3,8.5,83.2
40109108215,"Census Tract 1082.15, Oklahoma County, Oklahoma",4741,72.58,66946,96228,51.9,1.3,87.7
40109108216,"Census Tract 1082.16, Oklahoma County, Oklahoma",3158,68.37,67055,83360,44.0,4.3,91.5
40109108217,"Census Tract 1082.17, Oklahoma County, Oklahoma",4073,70.88,87530,91093,46.4,1.9,92.8
40109108222,"Census Tract 1082.22, Oklahoma County, Oklahoma",1899,83.78,144663,223242,65.0,1.9,100.0
40109108223,"Census Tract 1082.23, Oklahoma County, Oklahoma",5227,82.88,159800,218444,67.7,0.8,98.1
40109108224,"Census Tract 1082.24, Oklahoma County, Oklahoma",3500,79.37,106012,145311,56.5,1.7,90.5
40109108225,"Census Tract 1082.25, Oklahoma County, Oklahoma",3252,76.41,92768,106987,59.1,0.8,97.1
40109108226,"Census Tract 1082.26, Oklahoma County, Oklahoma",2549,52.14,81813,82653,39.9,8.7,93.8
40109108227,"Census Tract 1082.27, Oklahoma County, Oklahoma",2272,67.61,124338,136663,51.2,0.0,97.1
40109108228,"Census Tract 1082.28, Oklahoma County, Oklahoma",1988,78.52,145951,153832,62.9,0.4,90.9
40109108229,"Census Tract 1082.29, Oklahoma County, Oklahoma",3417,71.88,87639,98816,47.5,1.8,97.1
40109108230,"Census Tract 1082.30, Oklahoma County, Oklahoma",2478,61.90,70341,70436,39.8,4.8,84.9
40109108231,"Census Tract 1082.31, Oklahoma County, Oklahoma",2350,81.06,186382,280795,60.8,4.9,91.0
40109108232,"Census Tract 1082.32, Oklahoma County, Oklahoma",3228,84.23,118623,140605,66.5,2.3,90.7
40109108233,"Census Tract 1082.33, Oklahoma County, Oklahoma",4320,63.52,104983,123602,53.0,0.5,94.8
40109108234,"Census Tract 1082.34, Oklahoma County, Oklahoma",5086,69.52,112078,145806,63.5,2.1,96.7
40109108235,"Census Tract 1082.35, Oklahoma County, Oklahoma",2620,60.31,128679,143800,63.7,5.5,96.6
40109108236,"Census Tract 1082.36, Oklahoma County, Oklahoma",2023,63.67,78955,93362,46.9,2.0,94.5
40109108237,"Census Tract 1082.37, Oklahoma County, Oklahoma",3156,63.21,124943,167328,70.3,2.0,92.7
40109108238,"Census Tract 1082.38, Oklahoma County, Oklahoma",2176,64.57,82721,78932,29.4,3.7,86.3
40109108301,"Census Tract 1083.01, Oklahoma County, Oklahoma",2162,28.63,36225,55443,22.3,4.1,91.7
40109108302,"Census Tract 1083.02, Oklahoma County, Oklahoma",5293,61.38,72273,86970,52.2,0.7,94.0
40109108304,"Census Tract 1083.04, Oklahoma County, Oklahoma",4894,74.83,64570,91480,38.1,2.8,91.4
40109108307,"Census Tract 1083.07, Oklahoma County, Oklahoma",4811,42.34,58325,69828,37.5,4.3,85.6
40109108309,"Census Tract 1083.09, Oklahoma County, Oklahoma",2278,17.95,37714,44278,18.5,8.9,89.2
40109108310,"Census Tract 1083.10, Oklahoma County, Oklahoma",3026,34.93,40229,47546,28.1,6.1,86.2
40109108314,"Census Tract 1083.14, Oklahoma County, Oklahoma",2911,43.66,28184,46545,31.9,4.8,78.6
40109108317,"Census Tract 1083.17, Oklahoma County, Oklahoma",3910,65.88,75525,84416,47.6,1.5,94.8
40109108318,"Census Tract 1083.18, Oklahoma County, Oklahoma",5748,59.20,97989,127269,49.8,4.8,91.2
40109108319,"Census Tract 1083.19, Oklahoma County, Oklahoma",3947,62.48,52750,74102,45.9,2.0,88.3
40109108320,"Census Tract 1083.20, Oklahoma County, Oklahoma",3492,80.10,69559,70251,48.5,3.4,89.1
40109108321,"Census Tract 1083.21, Oklahoma County, Oklahoma",1500,35.87,38821,48999,36.2,15.4,84.8
40109108322,"Census Tract 1083.22, Oklahoma County, Oklahoma",4147,37.88,33133,40025,23.9,8.1,81.7
40109108323,"Census Tract 1083.23, Oklahoma County, Oklahoma",4272,56.11,54972,95801,41.6,3.3,82.8
40109108324,"Census Tract 1083.24, Oklahoma County, Oklahoma",1987,76.70,129080,237218,69.1,0.0,97.8
40109108325,"Census Tract 1083.25, Oklahoma County, Oklahoma",5623,56.48,92734,95185,53.0,3.1,97.4
40109108326,"Census Tract 1083.26, Oklahoma County, Oklahoma",3149,59.51,53471,53334,33.7,3.0,88.7
40109108402,"Census Tract 1084.02, Oklahoma County, Oklahoma",1373,79.61,73359,95644,52.9,2.2,95.1
40109108403,"Census Tract 1084.03, Oklahoma County, Oklahoma",1946,74.00,75093,77285,43.2,4.6,97.7
40109108404,"Census Tract 1084.04, Oklahoma County, Oklahoma",3430,68.31,74855,76467,50.9,3.3,91.4
40109108506,"Census Tract 1085.06, Oklahoma County, Oklahoma",3333,73.78,77472,131583,63.1,1.0,93.4
40109108507,"Census Tract 1085.07, Oklahoma County, Oklahoma",1227,80.85,88214,140076,60.9,1.8,97.9
40109108508,"Census Tract 1085.08, Oklahoma County, Oklahoma",1817,60.76,76500,88793,44.9,7.3,92.7
40109108513,"Census Tract 1085.13, Oklahoma County, Oklahoma",3699,61.29,90813,95219,42.8,1.0,90.8
40109108514,"Census Tract 1085.14, Oklahoma County, Oklahoma",4972,50.16,45990,63012,30.4,6.8,90.6
40109108515,"Census Tract 1085.15, Oklahoma County, Oklahoma",5029,68.16,59556,73463,33.6,9.2,96.9
40109108520,"Census Tract 1085.20, Oklahoma County, Oklahoma",2048,77.78,127250,186651,66.2,0.2,91.7
40109108521,"Census Tract 1085.21, Oklahoma County, Oklahoma",1408,43.32,48795,59497,35.9,9.8,89.1
40109108523,"Census Tract 1085.23, Oklahoma County, Oklahoma",6118,56.77,90271,111743,38.6,4.2,90.1
40109108524,"Census Tract 1085.24, Oklahoma County, Oklahoma",5056,64.00,84381,111401,43.4,2.8,84.7
40109108525,"Census Tract 1085.25, Oklahoma County, Oklahoma",2135,55.22,76014,92913,31.6,6.5,85.9
40109108526,"Census Tract 1085.26, Oklahoma County, Oklahoma",4986,53.49,49309,61590,29.3,5.2,91.6
40109108527,"Census Tract 1085.27, Oklahoma County, Oklahoma",5716,60.09,75109,76980,51.8,0.4,92.5
40109108528,"Census Tract 1085.28, Oklahoma County, Oklahoma",2285,60.83,108681,132494,43.0,5.1,90.7
40109108529,"Census Tract 1085.29, Oklahoma County, Oklahoma",2781,73.39,124279,147059,74.7,2.0,94.8
40109108530,"Census Tract 1085.30, Oklahoma County, Oklahoma",3963,57.78,75398,87486,46.0,5.6,94.2
40109108531,"Census Tract 1085.31, Oklahoma County, Oklahoma",5237,71.93,172969,186065,73.1,0.4,96.9
40109108532,"Census Tract 1085.32, Oklahoma County, Oklahoma",1493,78.83,151500,164591,40.8,0.6,98.3
40109108533,"Census Tract 1085.33, Oklahoma County, Oklahoma",1676,79.83,133015,153140,63.3,7.4,94.0
40109108534,"Census Tract 1085.34, Oklahoma County, Oklahoma",5155,63.72,92132,170182,50.5,4.3,90.9
40109108535,"Census Tract 1085.35, Oklahoma County, Oklahoma",11132,67.90,115878,139988,71.4,1.7,96.0
40109108536,"Census Tract 1085.36, Oklahoma County, Oklahoma",4907,68.68,70603,85755,42.3,4.8,94.1
40109108537,"Census Tract 1085.37, Oklahoma County, Oklahoma",3412,76.06,55216,87679,60.6,2.5,95.0
40109108538,"Census Tract 1085.38, Oklahoma County, Oklahoma",2656,66.64,67630,109813,65.1,2.0,96.4
40109108603,"Census Tract 1086.03, Oklahoma County, Oklahoma",5155,63.65,84091,88594,32.9,9.1,93.5
40109108604,"Census Tract 1086.04, Oklahoma County, Oklahoma",4966,57.43,55345,72584,31.2,11.8,88.8
40109108701,"Census Tract 1087.01, Oklahoma County, Oklahoma",2625,72.23,105714,125548,36.0,5.1,92.5
40109108706,"Census Tract 1087.06, Oklahoma County, Oklahoma",2894,70.87,72121,91070,27.0,9.5,93.2
40109108707,"Census Tract 1087.07, Oklahoma County, Oklahoma",4377,65.23,80322,89176,36.3,4.2,94.3
40109108708,"Census Tract 1087.08, Oklahoma County, Oklahoma",4431,79.30,79812,107668,30.9,5.3,91.0
40109108709,"Census Tract 1087.09, Oklahoma County, Oklahoma",3510,79.86,72159,93211,33.8,7.7,94.8
40109108710,"Census Tract 1087.10, Oklahoma County, Oklahoma",3925,71.11,94419,105878,43.5,1.8,96.1
40109108711,"Census Tract 1087.11, Oklahoma County, Oklahoma",3275,81.01,106453,115192,30.5,8.0,90.3
40109108712,"Census Tract 1087.12, Oklahoma County, Oklahoma",2388,74.92,88958,115587,33.7,6.8,98.3
40109108713,"Census Tract 1087.13, Oklahoma County, Oklahoma",3882,76.56,90000,105328,35.5,8.5,89.6
40109108802,"Census Tract 1088.02, Oklahoma County, Oklahoma",5208,76.46,78134,88183,26.2,10.2,94.4
40109108803,"Census Tract 1088.03, Oklahoma County, Oklahoma",940,9.57,32500,50279,25.1,23.5,85.3
40109108804,"Census Tract 1088.04, Oklahoma County, Oklahoma",2981,60.52,62898,81274,22.1,5.6,91.0
40109108805,"Census Tract 1088.05, Oklahoma County, Oklahoma",3590,65.38,55570,72238,10.6,12.7,88.2
40109108806,"Census Tract 1088.06, Oklahoma County, Oklahoma",1787,73.42,110139,114153,34.1,1.9,99.0
40109108807,"Census Tract 1088.07, Oklahoma County, Oklahoma",1414,69.38,88716,92566,26.6,6.4,89.2
40109108900,"Census Tract 1089, Oklahoma County, Oklahoma",3712,67.30,56484,70112,18.9,14.6,84.6
40109109001,"Census Tract 1090.01, Oklahoma County, Oklahoma",2138,74.79,78125,86367,14.7,15.9,84.0
40109109003,"Census Tract 1090.03, Oklahoma County, Oklahoma",4696,78.85,65245,78499,23.4,11.5,88.0
40109109004,"Census Tract 1090.04, Oklahoma County, Oklahoma",3642,77.43,74900,94357,23.5,5.6,93.7
40109109202,"Census Tract 1092.02, Oklahoma County, Oklahoma",2908,76.24,54291,82593,33.2,6.7,87.5
40109109203,"Census Tract 1092.03, Oklahoma County, Oklahoma",4017,78.59,185338,193585,64.3,2.1,95.7
40109109204,"Census Tract 1092.04, Oklahoma County, Oklahoma",2440,83.24,152083,221654,66.9,0.0,98.8
40109109205,"Census Tract 1092.05, Oklahoma County, Oklahoma",2713,77.44,169757,344805,73.5,0.7,97.5
40109109300,"Census Tract 1093, Oklahoma County, Oklahoma",2047,69.66,47250,87636,52.9,11.3,82.4
40109109400,"Census Tract 1094, Oklahoma County, Oklahoma",1775,74.99,111500,151782,73.9,0.7,97.4
