GEOID,POPULATION,TRACTCE
17125956700,1650,956700
17125956800,2131,956800
17127970100,4965,970100
17127970200,3726,970200
17127970300,3248,970300
17127970400,2230,970400
17129010100,6004,10100
17129010200,3988,10200
17129010300,2305,10300
17131040100,4518,40100
17131040200,3518,40200
17131040300,3783,40300
17131040400,3880,40400
17133600102,4892,600102
17133600103,3687,600103
17133600104,4315,600104
17133600401,7144,600401
17133600402,4880,600402
17133600501,6872,600501
17133600502,3172,600502
17135957300,3286,957300
17135957400,2236,957400
17135957500,2990,957500
17135957600,3455,957600
17135957700,2935,957700
17135957800,3217,957800
17135957900,4590,957900
17135958000,5579,958000
17137951400,2400,951400
17137951500,2894,951500
17137951600,3146,951600
17137951700,2888,951700
17137951800,3453,951800
17137951900,4620,951900
17137952000,3786,952000
17137952100,3538,952100
17137952200,2980,952200
17137952300,3210,952300
17139976900,4973,976900
17139977000,2356,977000
17139977100,3127,977100
17139977200,4070,977200
17141960700,4328,960700
17141960800,3412,960800
17141960900,4604,960900
17141961001,3190,961001
17141961002,3664,961002
17141961100,3791,961100
17141961200,7183,961200
17141961301,2483,961301
17141961302,2588,961302
17141961400,3975,961400
17141961500,4310,961500
17141961600,3295,961600
17141961700,4965,961700
17143000200,1513,200
17143000300,1792,300
17143000600,2560,600
17143000900,2723,900
17143001200,1467,1200
17143001300,1745,1300
17143001500,1628,1500
17143001600,3444,1600
17143001800,3130,1800
17143001900,1021,1900
17143002000,2889,2000
17143002100,4377,2100
17143002200,4082,2200
17143002300,4618,2300
17143002400,4545,2400
17143002500,3399,2500
17143002600,1716,2600
17143002701,3757,2701
17143002702,3901,2702
17143002800,3280,2800
17143002900,3810,2900
17143003000,4662,3000
17143003101,5432,3101
17143003103,2783,3103
17143003104,3467,3104
17143003200,4142,3200
17143003300,3021,3300
17143003402,4276,3402
17143003403,3395,3403
17143003404,8402,3404
17143003601,2815,3601
17143003602,5345,3602
17143003700,3757,3700
17143003800,3050,3800
17143003900,9246,3900
17143004000,4443,4000
17143004101,7350,4101
17143004102,3086,4102
17143004200,3570,4200
17143004300,2275,4300
17143004400,4365,4400
17143004500,4892,4500
17143004600,5052,4600
17143004801,4355,4801
17143004802,4210,4802
17143004901,3436,4901
17143004902,4961,4902
17143005000,1994,5000
17143005100,2651,5100
17145030100,2902,30100
17145030200,7114,30200
17145030300,2061,30300
17145030400,2432,30400
17145030500,2526,30500
17145030600,3910,30600
17147954500,4426,954500
17147954600,6310,954600
17147954700,3174,954700
17147954800,2763,954800
17149952400,2937,952400
17149952500,2431,952500
17149952600,2915,952600
17149952700,4362,952700
17149952800,2094,952800
17151971200,1991,971200
17151971300,1772,971300
17153971000,2678,971000
17153971100,2515,971100
17155954500,2814,954500
17155954600,2823,954600
17157950500,2063,950500
17157950600,4181,950600
17157950700,2424,950700
17157950800,4681,950800
17157950900,3193,950900
17157951000,2587,951000
17157951100,3358,951100
17157951201,1783,951201
17157951202,3082,951202
17157951300,2811,951300
17159977900,3784,977900
17159978000,2033,978000
17159978100,4009,978100
17159978200,2672,978200
17159978300,3315,978300
17161020101,2545,20101
17161020102,3609,20102
17161020103,934,20103
17161020200,3624,20200
17161020301,4358,20301
17161020302,2426,20302
17161020400,5967,20400
17161020600,2267,20600
17161020700,1615,20700
17161020800,5110,20800
17161020900,5715,20900
17161021000,3812,21000
17161021100,3862,21100
17161021200,4634,21200
17161021300,4772,21300
17161021400,1175,21400
17161021500,4358,21500
17161021600,2687,21600
17161021700,3676,21700
17161021800,4837,21800
17161021900,1594,21900
17161022000,4077,22000
17161022100,2553,22100
17161022200,4006,22200
17161022300,2081,22300
17161022600,2014,22600
17161022800,5335,22800
17161022900,2815,22900
17161023000,3998,23000
17161023100,2745,23100
17161023200,4931,23200
17161023300,3254,23300
17161023500,1943,23500
17161023600,1609,23600
17161023700,2322,23700
17161024000,4186,24000
17161024101,3590,24101
17161024102,5383,24102
17161024103,3777,24103
17161024200,4045,24200
17161024300,2566,24300
17161024400,1896,24400
17161024500,1969,24500
17163500400,1046,500400
17163500500,1464,500500
17163500900,2485,500900
17163501100,1216,501100
17163501200,2626,501200
17163501300,2568,501300
17163501400,2167,501400
17163501501,1580,501501
17163501502,2613,501502
17163501602,4980,501602
17163501604,4323,501604
17163501605,2535,501605
17163501606,3605,501606
17163501607,2332,501607
17163501700,3185,501700
17163501801,3045,501801
17163501802,2481,501802
17163501900,3269,501900
17163502100,2246,502100
17163502200,1171,502200
17163502300,5205,502300
17163502401,832,502401
17163502404,3702,502404
17163502500,1004,502500
17163502602,4809,502602
17163502603,2915,502603
17163502700,975,502700
17163502800,2155,502800
17163502900,1634,502900
17163503101,2525,503101
17163503102,4653,503102
17163503202,5461,503202
17163503203,6756,503203
17163503211,4146,503211
17163503301,3588,503301
17163503304,6759,503304
17163503322,7555,503322
17163503323,6399,503323
17163503324,6109,503324
17163503332,5109,503332
17163503334,6153,503334
17163503404,7971,503404
17163503411,3419,503411
17163503412,6082,503412
17163503413,5683,503413
17163503414,5969,503414
17163503415,3079,503415
17163503416,3767,503416
17163503800,1280,503800
17163503903,3853,503903
17163503905,2996,503905
17163503906,5295,503906
17163503907,5444,503907
17163503908,6429,503908
17163504001,5184,504001
17163504002,5511,504002
17163504351,3529,504351
17163504352,4203,504352
17163504353,4362,504353
17163504354,6321,504354
17163504355,5300,504355
17163504356,4519,504356
17163504357,4408,504357
17163504358,3883,504358
17163504359,4137,504359
17163504501,2329,504501
17163504502,1301,504502
17163504600,1765,504600
17165955100,2143,955100
17165955500,2199,955500
17165955600,2489,955600
17165955700,2663,955700
17165955800,3022,955800
17165955900,2344,955900
17165956000,2730,956000
17165956100,2622,956100
17165956200,3556,956200
17167000100,3517,100
17167000201,2296,201
17167000202,3330,202
17167000300,2405,300
17167000400,2640,400
17167000501,2130,501
17167000503,3667,503
17167000504,2802,504
17167000600,4791,600
17167000700,2077,700
17167000800,1889,800
17167000900,2183,900
17167001001,2151,1001
17167001003,1377,1003
17167001004,4729,1004
17167001100,2358,1100
17167001200,3377,1200
17167001300,1724,1300
17167001400,1183,1400
17167001600,2930,1600
17167001800,1982,1800
17167001900,3066,1900
17167002001,3711,2001
17167002002,2450,2002
17167002100,3582,2100
17167002200,3212,2200
17167002300,2184,2300
17167002400,3310,2400
17167002500,5104,2500
17167002600,2514,2600
17167002700,3044,2700
17167002801,2974,2801
17167002802,3174,2802
17167002900,4921,2900
17167003000,5798,3000
17167003100,7518,3100
17167003201,5125,3201
17167003202,5052,3202
17167003203,6535,3203
17167003300,4845,3300
17167003400,5930,3400
17167003500,5175,3500
17167003601,2720,3601
17167003602,4703,3602
17167003603,5693,3603
17167003604,5750,3604
17167003701,4575,3701
17167003702,4234,3702
17167003801,2559,3801
17167003802,5864,3802
17167003901,5325,3901
17167003902,3953,3902
17167004000,4212,4000
17167004200,1993,4200
17169970100,2087,970100
17169970200,3068,970200
17169970300,1747,970300
17171970600,1685,970600
17171970700,3264,970700
17173959100,3444,959100
17173959200,2775,959200
17173959300,4935,959300
17173959400,3333,959400
17173959500,3463,959500
17173959600,3040,959600
17175951400,2981,951400
17175951500,2419,951500
17177000100,4500,100
17177000200,3132,200
17177000300,3841,300
17177000400,2733,400
17177000500,2929,500
17177000600,3091,600
17177000700,1474,700
17177000800,3134,800
17177000900,4844,900
17177001000,4354,1000
17177001100,3224,1100
17177001200,3622,1200
17177001300,3752,1300
17179020100,2458,20100
17179020301,4544,20301
17179020302,4929,20302
17179020400,4979,20400
17179020500,4267,20500
17179020600,1984,20600
17179020700,4281,20700
17179020800,2909,20800
17179020900,1934,20900
17179021000,5251,21000
17179021101,6352,21101
17179021102,5730,21102
17179021201,4919,21201
17179021202,3139,21202
17179021203,4866,21203
17179021500,6940,21500
17179021603,5752,21603
17179021604,1921,21604
17179021605,2642,21605
17179021606,6158,21606
17179021701,5916,21701
17179021702,5547,21702
17179021801,5040,21801
17179021802,1939,21802
17179021900,4351,21900
17179022000,4090,22000
17179022100,3352,22100
17179022200,4449,22200
17179022300,6033,22300
17179022400,4671,22400
17181950100,4158,950100
17181950200,2374,950200
17181950300,1911,950300
17181950400,5224,950400
17181950500,3577,950500
17183000100,1534,100
17183000200,1367,200
17183000300,1955,300
17183000400,3077,400
17183000500,3693,500
17183000600,2216,600
17183000700,3572,700
17183000800,2241,800
17183000900,2149,900
17183001200,3036,1200
17183001300,3593,1300
17183010100,3068,10100
17183010200,5007,10200
17183010300,4459,10300
17183010400,2282,10400
17183010500,3432,10500
17183010600,4139,10600
17183010701,2894,10701
17183010702,2963,10702
17183010800,3209,10800
17183010900,2836,10900
17183011000,3767,11000
17183011100,2428,11100
17183011200,5271,11200
17185957200,3649,957200
17185957300,3051,957300
17185957400,1986,957400
17185957500,2675,957500
17187870100,2087,870100
17187870200,2573,870200
17187870300,2561,870300
17187870400,4804,870400
17187870500,4810,870500
17189950100,3082,950100
17189950200,3684,950200
17189950300,3077,950300
17189950400,3918,950400
17191954900,3266,954900
17191955000,4335,955000
17191955100,2714,955100
17191955200,3032,955200
17191955300,2832,955300
17193958000,1999,958000
17193958100,3294,958100
17193958200,2651,958200
17193958300,2846,958300
17193958400,3087,958400
17195000100,3527,100
17195000200,3008,200
17195000300,3249,300
17195000400,3031,400
17195000500,3645,500
17195000600,4012,600
17195000700,2736,700
17195000800,1946,800
17195000900,3623,900
17195001000,2939,1000
17195001101,2639,1101
17195001102,2108,1102
17195001200,3842,1200
17195001300,2417,1300
17195001400,2243,1400
17195001500,3218,1500
17195001600,2538,1600
17195001700,2892,1700
17195001800,2078,1800
17197880105,7471,880105
17197880106,4494,880106
17197880107,5101,880107
17197880109,5283,880109
17197880111,3683,880111
17197880112,2031,880112
17197880113,3725,880113
17197880114,2896,880114
17197880115,3276,880115
17197880116,2913,880116
17197880117,3649,880117
17197880118,4676,880118
17197880119,4445,880119
17197880122,5914,880122
17197880123,3709,880123
17197880124,3940,880124
17197880125,5463,880125
17197880202,4716,880202
17197880203,3813,880203
17197880204,6150,880204
17197880303,4117,880303
17197880304,5018,880304
17197880305,5410,880305
17197880307,6448,880307
17197880309,4959,880309
17197880314,7478,880314
17197880315,3846,880315
17197880316,3824,880316
17197880317,6383,880317
17197880318,3718,880318
17197880319,5010,880319
17197880320,3481,880320
17197880321,3941,880321
17197880322,6727,880322
17197880323,6782,880323
17197880324,5198,880324
17197880325,3273,880325
17197880326,3281,880326
17197880408,5050,880408
17197880411,3328,880411
17197880412,4189,880412
17197880414,4281,880414
17197880416,3158,880416
17197880417,2553,880417
17197880418,4933,880418
17197880421,6407,880421
17197880422,3788,880422
17197880423,3763,880423
17197880424,5131,880424
17197880425,4649,880425
17197880426,4181,880426
17197880427,2733,880427
17197880428,4879,880428
17197880429,4953,880429
17197880430,3723,880430
17197880431,6262,880431
17197880432,4275,880432
17197880502,4998,880502
17197880503,4350,880503
17197880508,3775,880508
17197880509,3908,880509
17197880510,3187,880510
17197880511,3997,880511
17197880601,3069,880601
17197880602,3389,880602
17197880701,4405,880701
17197880702,2712,880702
17197880901,6156,880901
17197880903,3068,880903
17197880905,2705,880905
17197881001,5411,881001
17197881002,5056,881002
17197881005,3589,881005
17197881006,2473,881006
17197881007,5843,881007
17197881009,7972,881009
17197881010,4056,881010
17197881011,3401,881011
17197881012,2953,881012
17197881105,7543,881105
17197881107,2857,881107
17197881108,6746,881108
17197881109,4398,881109
17197881111,2971,881111
17197881112,5581,881112
17197881113,5493,881113
17197881115,4311,881115
17197881116,3809,881116
17197881201,2460,881201
17197881202,2095,881202
17197881301,3040,881301
17197881302,1307,881302
17197881401,3413,881401
17197881402,3295,881402
17197881500,3558,881500
17197881601,1979,881601
17197881603,3301,881603
17197881604,2617,881604
17197881700,3170,881700
17197881800,4057,881800
17197881900,3770,881900
17197882000,3152,882000
17197882100,2377,882100
17197882200,4824,882200
17197882300,3891,882300
17197882400,3811,882400
17197882500,2090,882500
17197882601,3301,882601
17197882602,2809,882602
17197882701,2499,882701
17197882702,3095,882702
17197882801,2722,882801
17197882802,3018,882802
17197882900,2387,882900
17197883000,3428,883000
17197883100,3961,883100
17197883206,4211,883206
17197883208,3165,883208
17197883209,2901,883209
17197883210,2735,883210
17197883211,6584,883211
17197883212,6239,883212
17197883213,5872,883213
17197883214,2375,883214
17197883216,3249,883216
17197883217,4103,883217
17197883218,4279,883218
17197883219,3766,883219
17197883303,3907,883303
17197883304,1721,883304
17197883305,3045,883305
17197883306,3567,883306
17197883307,3898,883307
17197883401,4018,883401
17197883402,1940,883402
17197883504,5594,883504
17197883505,8769,883505
17197883507,3878,883507
17197883509,4521,883509
17197883510,7057,883510
17197883511,4854,883511
17197883513,5641,883513
17197883514,7214,883514
17197883515,4183,883515
17197883516,8095,883516
17197883517,3266,883517
17197883519,5601,883519
17197883521,3304,883521
17197883522,3275,883522
17197883602,5508,883602
17197883603,3012,883603
17197883605,2891,883605
17197883606,4138,883606
17197883700,3255,883700
17197883803,2500,883803
17197883804,2859,883804
17197883806,3281,883806
17197883808,1414,883808
17197883809,3630,883809
17197883810,3795,883810
17197883811,3025,883811
17197883902,6495,883902
17197883903,1793,883903
17197883904,4365,883904
17197884003,4400,884003
17197884004,2464,884004
17197884005,1367,884005
17197884006,2124,884006
17197884101,3744,884101
17197884103,2642,884103
17197980000,0,980000
17197980100,2739,980100
17199020100,3483,20100
17199020201,5552,20201
17199020202,3150,20202
17199020300,5067,20300
17199020400,3496,20400
17199020500,3400,20500
17199020600,3798,20600
17199020700,4791,20700
17199020801,2806,20801
17199020802,4131,20802
17199020900,4704,20900
17199021001,2594,21001
17199021002,1509,21002
17199021003,1120,21003
17199021100,2958,21100
17199021200,4404,21200
17199021300,4688,21300
17199021400,5502,21400
17201000101,4727,101
17201000103,2729,103
17201000104,2665,104
17201000105,4161,105
17201000200,3152,200
17201000300,3786,300
17201000401,2191,401
17201000402,3009,402
17201000403,4438,403
17201000501,4916,501
17201000502,3862,502
17201000506,4166,506
17201000507,3996,507
17201000510,3155,510
17201000511,2511,511
17201000512,5366,512
17201000513,4022,513
17201000514,3368,514
17201000515,2727,515
17201000516,4071,516
17201000600,4259,600
17201000700,3065,700
17201000800,2860,800
17201001000,2065,1000
17201001100,1243,1100
17201001200,2191,1200
17201001300,2110,1300
17201001400,4122,1400
17201001500,5454,1500
17201001600,5556,1600
17201001700,3117,1700
17201001800,4762,1800
17201001900,3463,1900
17201002000,2366,2000
17201002100,1780,2100
17201002200,3508,2200
17201002301,2410,2301
17201002302,1249,2302
17201002400,2464,2400
17201002500,2626,2500
17201002600,2736,2600
17201002700,2993,2700
17201002800,1388,2800
17201002900,1117,2900
17201003000,1689,3000
17201003100,3788,3100
17201003200,3092,3200
17201003300,3542,3300
17201003400,4579,3400
17201003500,2323,3500
17201003601,1565,3601
17201003602,3963,3602
17201003604,3080,3604
17201003605,1963,3605
17201003606,2670,3606
17201003705,4749,3705
17201003706,6474,3706
17201003707,3579,3707
17201003708,3086,3708
17201003709,1907,3709
17201003710,2551,3710
17201003711,4078,3711
17201003801,6457,3801
17201003805,7284,3805
17201003806,5090,3806
17201003808,3578,3808
17201003809,4649,3809
17201003810,6495,3810
17201003811,1360,3811
17201003901,4983,3901
17201003903,6095,3903
17201003904,4762,3904
17201004002,6613,4002
17201004003,2102,4003
17201004004,5870,4004
17201004005,3155,4005
17201004100,5153,4100
17201004200,6095,4200
17201004300,5007,4300
17201980000,2,980000
17203030100,2430,30100
17203030200,2760,30200
17203030300,2813,30300
17203030400,5782,30400
17203030501,7842,30501
17203030502,2387,30502
17203030601,6324,30601
17203030602,3597,30602
17203030700,4532,30700
